X,Y,FID,Mode,Source,Route,Direction,Stop_Code,Stop,Lat,Lon,Weekdays_O,Weekdays_1,Saturdays_,Saturdays1,Sundays_On,Sundays_Of
-8343679.92229636,4881819.56255027,16214,Bus,APC,130,Northbound,23373,Street Rd & Mechanicsville Rd - MBNS,40.109172,-74.952552,2,6,1,5,2,2
-8392800.09288685,4847918.08717066,16215,Bus,APC,117,Northbound,25666,Edgmont Av & Cambridge Rd - MBFS,39.875854,-75.393806,3,47,2,45,3,35
-8343876.95779506,4882237.73724693,16216,Bus,APC,130,Northbound,23374,Street Rd & Mechanicsville Rd - MBFS,40.112045,-74.954322,1,1,2,0,1,0
-8392939.35356983,4848068.07402295,16217,Bus,APC,117,Northbound,25667,Edgmont Av & Whiteley Rd - MBNS,39.876888,-75.395057,3,20,0,15,3,4
-8344257.44781459,4882708.62339071,16218,Bus,APC,130,Northbound,23375,Street Rd & Tillman Dr,40.11528,-74.95774,0,3,0,1,0,0
-8393401.44077612,4848776.40806174,16219,Bus,APC,117,Northbound,25669,Middletown Rd & High Meadow Dr,39.881771,-75.399208,0,0,0,0,0,0
-8342636.96998711,4885475.87780732,16220,Bus,APC,130,Northbound,28236,Galloway Rd & Bristol Rd - MBNS,40.134288,-74.943183,1,3,2,2,1,1
-8393642.55879317,4849289.376099,16221,Bus,APC,117,Northbound,25670,Middletown Rd & Little Ln,39.885307,-75.401374,0,0,0,0,0,0
-8344575.15364131,4883645.36768488,16222,Bus,APC,130,Northbound,28553,Richlieu Rd & Essington Way - FS,40.121715,-74.960594,2,9,4,7,1,5
-8393773.35919486,4849626.96876356,16223,Bus,APC,117,Northbound,25671,Middletown Rd & Knowlton Rd - FS,39.887634,-75.402549,1,1,0,0,0,0
-8344187.87313285,4884137.4305059,16224,Bus,APC,130,Northbound,28555,Richlieu Rd & Debra Dr - MBFS,40.125095,-74.957115,4,5,2,4,1,3
-8394417.11981011,4851261.41587407,16225,Bus,APC,117,Northbound,25674,Middletown Rd & Wyncroft Dr - FS,39.898899,-75.408332,0,0,0,0,0,0
-8395250.3461987,4852258.90157368,16226,Bus,APC,117,Northbound,25678,Middletown Rd & Elwyn Rd,39.905773,-75.415817,0,1,0,0,0,0
-8396511.48470989,4853582.60381477,16227,Bus,APC,117,Northbound,29800,Baltimore Pk & Middletown Rd - MBFS,39.914894,-75.427146,0,11,0,10,0,7
-8398278.12502878,4854589.17668012,16228,Bus,APC,117,Northbound,29803,Middletown Rd & Delco Juvenile Det,39.921829,-75.443016,0,0,1,4,1,1
-8398252.63286539,4854297.2818267,16229,Bus,APC,117,Northbound,29918,Middletown Rd & Old Forge Rd - FS,39.919818,-75.442787,0,1,0,5,1,1
-8398747.78196045,4855540.97892417,16230,Bus,APC,117,Northbound,29921,Penn State University,39.928386,-75.447235,4,11,6,8,8,6
-8342329.61687303,4886649.66149122,16231,Bus,APC,130,Northbound,28558,Neshaminy Blvd & Neshaminy Valley,40.142349,-74.940422,0,0,0,0,0,0
-8394353.44506138,4843708.06352458,16232,Bus,APC,117,Northbound,29929,Commerce Dr & McDonald Blvd - 2 MBFS,39.846824,-75.40776,6,1,1,0,0,0
-8342248.91024221,4886704.56087432,16233,Bus,APC,130,Northbound,28559,Neshaminy Blvd & 3rd Av,40.142726,-74.939697,0,0,0,0,0,0
-8393699.44305297,4844318.79082041,16234,Bus,APC,117,Northbound,29938,Concord Rd & Incinerator Rd - MBNS,39.851036,-75.401885,1,0,3,0,1,0
-8341828.45652548,4886971.78105479,16235,Bus,APC,130,Northbound,28561,Neshaminy Blvd & Durham Pl,40.144561,-74.93592,3,4,2,2,0,0
-8392904.51056921,4843440.99085637,16236,Bus,APC,117,Northbound,30013,Bethel Rd & Townsend St,39.844982,-75.394744,6,0,9,0,12,0
-8341493.83013616,4886898.53142619,16237,Bus,APC,130,Northbound,28563,Pasqualone Blvd & Declaration Dr,40.144058,-74.932914,2,1,0,0,0,0
-8389399.5050821,4845508.59868523,16238,Bus,APC,117,Northbound,30014,15th & Esprey St - FS,39.859241,-75.363258,20,16,9,13,8,7
-8341121.02116149,4886241.930248,16239,Bus,APC,130,Northbound,28567,Pasqualone Blvd & Bensalem Blvd,40.139549,-74.929565,2,1,1,3,0,0
-8391878.59014206,4845141.2729258,16240,Bus,APC,117,Northbound,30018,6th St & Vista Ln - FS,39.856708,-75.385528,1,2,1,3,0,1
-8340736.30100131,4885542.56467651,16241,Bus,APC,130,Northbound,28569,Pasqualone Blvd & Springdale Dr,40.134746,-74.926109,1,0,0,0,0,0
-8392839.16602812,4845993.26320872,16242,Bus,APC,117,Northbound,30019,Bridgewater Rd & Brookhaven Rd,39.862583,-75.394157,2,2,4,0,1,0
-8340506.09229435,4885118.28077806,16243,Bus,APC,130,Northbound,28571,Pasqualone Blvd & Bristol Rd - FS,40.131832,-74.924041,3,8,1,5,0,0
-8390041.59590499,4846197.31664461,16244,Bus,APC,117,Northbound,30020,Edgmont Av & 22nd St - FS,39.86399,-75.369026,17,31,21,26,13,12
-8339968.53047331,4885427.10057844,16245,Bus,APC,130,Northbound,28574,Hulmeville Rd & Florence Rd - FS,40.133953,-74.919212,0,0,0,2,0,0
-8394074.92369541,4850727.16224148,16246,Bus,APC,117,Northbound,30023,Middletown & Copes Ln - MBFS,39.895217,-75.405258,0,1,0,2,0,0
-8339429.18754041,4886181.93692602,16247,Bus,APC,130,Northbound,28577,Hulmeville Rd & Bensalem Blvd,40.139137,-74.914367,0,0,0,0,0,0
-8392415.37272667,4845464.9481319,16248,Bus,APC,117,Northbound,30354,Bridgewater Rd & Trimble Blvd,39.85894,-75.39035,19,21,24,21,18,13
-8339219.46161976,4886830.67042523,16249,Bus,APC,130,Northbound,28588,Bellevue Av & Green St - FS,40.143592,-74.912483,0,0,1,2,0,0
-8389004.54352876,4843819.27342076,16250,Bus,APC,117,Northbound,30383,Av of the States & 4th St,39.847591,-75.35971,2,10,0,1,0,0
-8339140.4247813,4888466.89099512,16251,Bus,APC,130,Northbound,28592,Bellevue Av & Dehaven Av,40.154827,-74.911773,2,1,0,0,0,0
-8389103.95183404,4844496.27415573,16252,Bus,APC,117,Northbound,30393,Av of the States & 8th St,39.85226,-75.360603,20,0,14,1,6,1
-8339160.79624811,4889032.45856536,16253,Bus,APC,130,Northbound,28594,Bellevue Av & Lincoln Hwy,40.15871,-74.911956,1,5,0,1,0,0
-8394064.68230226,4843891.7707626,16254,Bus,APC,117,Northbound,30593,Commerce Dr & McDonald Blvd - MBNS,39.848091,-75.405166,13,0,6,0,4,0
-8339187.17896743,4887592.31308683,16255,Bus,APC,130,Northbound,28596,Bellevue Av & Parkview Av,40.148822,-74.912193,0,0,0,0,0,0
-8397907.76508292,4853294.65709123,16256,Bus,APC,117,Northbound,31525,Pennell Rd & Baltimore Pk - FS,39.91291,-75.439689,1,12,0,6,0,9
-8339829.26979032,4891946.01543506,16257,Bus,APC,130,Northbound,28597,Pine St & Watson Av,40.17871,-74.917961,0,1,0,0,0,0
-8393239.13695854,4842431.05117953,16258,Bus,APC,117,Northbound,31559,Highland Av & 12th St,39.838016,-75.39775,23,1,11,0,8,1
-8339915.87635416,4892357.91596423,16259,Bus,APC,130,Northbound,28598,Pine St & Winchester Av,40.181537,-74.918739,0,0,0,0,0,0
-8391526.15263421,4846867.37228179,16260,Bus,APC,117,Northbound,31704,Upland Rd & Edgmont Av - FS,39.86861,-75.382362,6,35,10,28,6,19
-8340371.06175202,4893297.9060658,16261,Bus,APC,130,Northbound,28599,Newtown & Old Mill Dr,40.187988,-74.922828,0,0,0,0,0,0
-8391516.80179699,4846480.56193123,16262,Bus,APC,117,Northbound,31705,Upland Rd & Arlington Av,39.865943,-75.382278,0,0,1,0,0,0
-8340755.00267576,4893639.18641102,16263,Bus,APC,130,Northbound,28600,Newtown & Bridgetown Pk,40.19033,-74.926277,0,0,0,0,0,0
-8391503.22081911,4846034.16057701,16264,Bus,APC,117,Northbound,31706,Upland Rd & Victor Av,39.862865,-75.382156,1,2,1,0,0,0
-8340937.56664066,4893962.69958238,16265,Bus,APC,130,Northbound,28601,Newtown Rd & Heaton Mill,40.19255,-74.927917,0,0,0,0,0,0
-8391491.30963359,4845725.98419224,16266,Bus,APC,117,Northbound,31707,Main St & 11th St,39.86074,-75.382049,1,2,1,1,0,2
-8341073.48773892,4894299.04792753,16267,Bus,APC,130,Northbound,28602,Newtown Rd & Windham Dr,40.194858,-74.929138,0,0,0,0,0,0
-8391532.05256723,4845008.00648951,16268,Bus,APC,117,Northbound,31708,Main St & 6th St,39.855789,-75.382415,25,13,16,9,15,5
-8341148.18311724,4895894.08952995,16269,Bus,APC,130,Northbound,28606,Newtown Rd & Tollgate Rd,40.205802,-74.929809,0,0,0,0,0,0
-8390189.31686928,4843970.2134812,16270,Bus,APC,117,Northbound,31884,9th St & Parker St,39.848632,-75.370353,11,2,4,0,2,1
-8341258.61205211,4896890.53821422,16271,Bus,APC,130,Northbound,28607,Newtown Rd & Summit Trace,40.212638,-74.930801,0,1,0,0,0,0
-8390756.71231385,4843704.72869681,16272,Bus,APC,117,Northbound,31885,9th St & Pusey St,39.846801,-75.37545,1,1,2,1,2,0
-8340734.63120895,4897746.98716708,16273,Bus,APC,130,Northbound,28608,PA 332 & Summit Trace - FS,40.218513,-74.926094,0,0,0,0,0,0
-8390978.34942002,4843554.37262309,16274,Bus,APC,117,Northbound,31887,9th St & Pennell St,39.845764,-75.377441,8,1,3,1,5,1
-8338927.24795643,4898378.25580387,16275,Bus,APC,130,Northbound,28609,Penns Tr & PA 332 Bypass - FS,40.222843,-74.909858,0,0,0,0,0,0
-8394530.99964919,4843830.87295997,16276,Bus,APC,117,Northbound,31889,Commerce Dr & McDonald Blvd - 1 MBFS,39.847671,-75.409355,0,0,0,0,0,0
-8339018.19598041,4898769.72094148,16277,Bus,APC,130,Northbound,28610,Pheasant Run Dr & Penns Tr - FS,40.225528,-74.910675,0,1,0,0,0,0
-8392574.22564003,4842454.24703664,16278,Bus,APC,117,Northbound,31891,9th St & Ward St - FS,39.838176,-75.391777,0,0,0,0,1,1
-8340002.482918,4899396.53486539,16279,Bus,APC,130,Northbound,28611,Newtown-Yardley Rd & Terry Dr - FS,40.229827,-74.919517,0,0,0,0,0,0
-8389887.86368821,4845235.82212162,16280,Bus,APC,117,Northbound,31892,15th St & Upland Av,39.85736,-75.367645,2,5,2,2,2,2
-8340697.22786004,4899254.80932517,16281,Bus,APC,130,Northbound,28612,Washington Av & Elm Av,40.228855,-74.925758,0,0,0,0,0,0
-8392656.60206321,4845616.49323325,16282,Bus,APC,117,Northbound,31894,Bridgewater Rd & Albert Rd,39.859985,-75.392517,0,0,0,0,0,0
-8341352.00910489,4899205.81825346,16283,Bus,APC,130,Northbound,28613,Lincoln Av & Washington Av - FS,40.228519,-74.93164,0,1,0,0,0,0
-8341384.29175722,4898902.69140118,16284,Bus,APC,130,Northbound,28614,Lincoln Av & Penn St,40.22644,-74.93193,0,0,0,0,0,0
-8392020.41117334,4845228.13634057,16285,Bus,APC,117,Northbound,31895,6th St & Patton St,39.857307,-75.386802,1,2,1,0,0,0
-8390997.83033091,4846685.93068359,16286,Bus,APC,117,Northbound,31931,Edgmont Av & Chelton Rd,39.867359,-75.377616,1,0,0,1,0,0
-8341414.90461718,4898564.58252654,16287,Bus,APC,130,Northbound,28615,Lincoln Av & Sterling St,40.224121,-74.932205,0,0,0,0,0,0
-8391318.09650592,4846861.28066366,16288,Bus,APC,117,Northbound,31932,Edgmont Av & Garrison Rd,39.868568,-75.380493,0,0,0,0,0,0
-8341369.82022341,4897561.25899526,16289,Bus,APC,130,Northbound,28616,State St & PA 332 - FS,40.217239,-74.9318,0,0,0,0,0,0
-8393262.06877364,4848475.83501044,16290,Bus,APC,117,Northbound,32427,Edgmont Av & Hilltop Dr,39.879699,-75.397956,0,0,0,1,0,0
-8341476.90957356,4897837.66576928,16291,Bus,APC,130,Northbound,28617,State St & Fountain Farm Ln,40.219135,-74.932762,0,0,0,0,0,0
-8389077.56911472,4844242.95536029,16292,Bus,APC,117,Northbound,32464,Welsh St & Wall St,39.850513,-75.360366,5,36,2,31,1,13
-8341386.8521055,4898602.34400434,16293,Bus,APC,130,Northbound,28620,Lincoln Av & Sterling St - FS,40.22438,-74.931953,0,0,0,0,0,0
-8396829.96977306,4853521.64665513,16294,Bus,APC,117,Northbound,32520,Baltimore Pk & Granite Run Rd,39.914474,-75.430007,3,47,4,42,0,30
-8341364.81084633,4898868.71961128,16295,Bus,APC,130,Northbound,28621,Lincoln Av & Penn St,40.226207,-74.931755,0,2,1,1,0,0
-8395204.48256849,4853579.8462209,16296,Bus,APC,117,Southbound,2062,Old Baltimore Pk & School Ln - FS,39.914875,-75.415405,6,0,0,0,0,0
-8341323.95659321,4899251.45576192,16297,Bus,APC,130,Northbound,28622,Lincoln Av & Washington Av,40.228832,-74.931388,0,1,0,0,0,0
-8392986.8869924,4848398.37219213,16298,Bus,APC,117,Southbound,2148,Plaza 352 Shopping Center,39.879165,-75.395484,64,16,55,6,27,2
-8341618.73060482,4899311.52845878,16299,Bus,APC,130,Northbound,28623,Washington Av & Congress St,40.229244,-74.934036,0,1,0,1,0,0
-8392196.1846493,4847452.76517585,16300,Bus,APC,117,Southbound,2159,Edgmont Av & Brookhaven Rd,39.872646,-75.388381,13,4,6,1,7,2
-8342349.98833985,4900021.7845737,16301,Bus,APC,130,Northbound,28626,S Eagle Rd & Silo Dr,40.234115,-74.940605,0,3,0,3,0,0
-8393479.47573916,4842727.52729721,16302,Bus,APC,117,Southbound,2192,Highland Av & 15th St,39.840061,-75.399909,6,11,7,10,2,8
-8342468.87755602,4900186.99825692,16303,Bus,APC,130,Northbound,28627,S Eagle Rd & West Rd,40.235248,-74.941673,0,2,0,1,0,0
-8394588.66314542,4843974.70836919,16304,Bus,APC,117,Southbound,2215,MacDonald Blvd & Commerce Dr - 2,39.848663,-75.409873,11,13,11,13,4,6
-8343918.59128461,4900248.68068491,16305,Bus,APC,130,Northbound,28628,Swamp Rd & Short Ln - FS,40.235671,-74.954696,0,0,0,0,0,0
-8394744.17647406,4852566.69995174,16306,Bus,APC,117,Southbound,2218,Elwyn Train Station,39.907894,-75.41127,12,1,5,1,5,1
-8343543.22196166,4885859.11502847,16307,Bus,APC,130,Northbound,28680,Neshaminy Blvd & Bristol Rd - MBNS,40.13692,-74.951324,7,1,3,0,0,0
-8389033.48659637,4844053.73173166,16308,Bus,APC,117,Southbound,14785,Chester Transit Center,39.849208,-75.35997,130,196,101,147,58,66
-8339230.48224935,4887094.54457098,16309,Bus,APC,130,Northbound,29627,Bellevue Av & McCarthy Dr,40.145404,-74.912582,1,0,0,0,0,0
-8398304.39642861,4854639.54428736,16310,Bus,APC,117,Southbound,15067,Middletown Rd & Juv Det Center,39.922176,-75.443252,2,0,4,0,2,0
-8341153.30381382,4896078.18299836,16311,Bus,APC,130,Northbound,29628,Newtown Rd & Pennswood Village,40.207065,-74.929855,0,3,0,0,0,0
-8398266.99307971,4854267.96218095,16312,Bus,APC,117,Southbound,15068,Middletown Rd & Old Forge Rd,39.919616,-75.442916,4,0,3,0,3,0
-8341340.9884753,4897455.5675209,16313,Bus,APC,130,Northbound,29629,Newtown Rd & Newtown Bypass,40.216514,-74.931541,0,0,0,0,0,0
-8398468.37003855,4853994.5098479,16314,Bus,APC,117,Southbound,15069,Fair Acres - onsite,39.917732,-75.444725,25,0,25,0,25,0
-8398053.81625484,4854021.65154253,16315,Bus,APC,117,Southbound,15152,Middletown Rd & Bonsall Dr - FS,39.917919,-75.441001,7,0,1,0,1,0
-8396406.1764716,4853577.52403719,16316,Bus,APC,117,Southbound,18984,Baltimore Pk & New Middletown Rd - MBNS,39.914859,-75.4262,3,0,3,2,2,0
-8341020.83361978,4899273.61846191,16317,Bus,APC,130,Northbound,29630,Washington Av & Norwood Av,40.228984,-74.928665,0,0,0,0,0,0
-8389162.5058862,4845072.10176714,16318,Bus,APC,117,Southbound,19954,Edgemont Av & 12th St - FS,39.856231,-75.361129,6,20,6,13,5,9
-8344988.70554961,4876420.3927085,16319,Bus,APC,130,Northbound,29631,Bristol Pk & Woodhaven Rd - MBNS,40.072067,-74.964309,6,6,10,1,5,0
-8389137.01372281,4844906.78899576,16320,Bus,APC,117,Southbound,19955,Edgmont Av & 11th St,39.855091,-75.3609,10,10,7,6,2,4
-8345098.24392855,4900772.77813664,16321,Bus,APC,130,Northbound,29691,Bucks County Community College - 2,40.239265,-74.965293,0,8,0,3,0,0
-8389122.65350849,4844584.29198369,16322,Bus,APC,117,Southbound,19957,Edgmont Av & 9th St,39.852867,-75.360771,9,20,4,17,2,8
-8339167.58673705,4887811.78773537,16323,Bus,APC,130,Northbound,29805,Bellevue Av & Holly Av,40.150329,-74.912017,0,0,0,0,0,0
-8389077.56911472,4844270.07045845,16324,Bus,APC,117,Southbound,19959,Welsh St & 7th St,39.8507,-75.360366,31,4,24,2,10,0
-8343735.13676379,4882984.03302542,16325,Bus,APC,130,Northbound,30140,Parx Casino,40.117172,-74.953048,9,12,7,16,4,7
-8395223.96347938,4853791.31234945,16326,Bus,APC,117,Southbound,20026,Baltimore Pk & School Ln,39.916332,-75.41558,1,0,1,1,0,0
-8342576.7461426,4900197.64318743,16327,Bus,APC,130,Northbound,30410,West Rd & Eagle Rd - MBFS,40.235321,-74.942642,0,8,0,3,0,0
-8388859.38291277,4843880.17115241,16328,Bus,APC,117,Southbound,24871,4th St & Welsh St,39.848011,-75.358406,9,1,0,0,0,0
-8344846.88451834,4879428.4607037,16329,Bus,APC,130,Northbound,30677,Knights & Mechanicsville Rd - MBNS,40.092742,-74.963035,2,1,0,1,0,1
-8389881.8524357,4844159.43552212,16330,Bus,APC,117,Southbound,25166,9th St & Barclay St,39.849937,-75.367591,4,3,7,7,3,3
-8344389.1387722,4880265.64449146,16331,Bus,APC,130,Northbound,30704,Plum Av & Knights Rd - MBFS,40.098495,-74.958923,11,4,6,3,0,0
-8390063.63716417,4844059.24164088,16332,Bus,APC,117,Southbound,25167,9th St & Fulton St,39.849246,-75.369224,2,8,3,8,0,6
-8339322.20950976,4886339.05613027,16333,Bus,APC,130,Northbound,30705,Hulmeville Rd & Bensalem Blvd - MBFS,40.140216,-74.913406,0,2,1,1,0,0
-8390286.16482627,4843940.34427702,16334,Bus,APC,117,Southbound,25168,9th St & Kerlin St,39.848426,-75.371223,2,15,0,13,2,12
-8339341.69042065,4898782.55134639,16335,Bus,APC,130,Northbound,30723,Pheasant Run & Terry - MBNS,40.225616,-74.913581,0,0,0,0,0,0
-8390746.47092069,4843730.24740728,16336,Bus,APC,117,Southbound,25171,9th St & Pusey St,39.846977,-75.375358,5,4,0,6,1,0
-8344471.51519539,4879786.57985338,16337,Bus,APC,130,Northbound,31298,Knights Rd & Franklin Mills Circle,40.095203,-74.959663,2,0,1,0,0,0
-8390856.00929964,4843661.66602125,16338,Bus,APC,117,Southbound,25173,9th St & Lloyd St,39.846504,-75.376342,2,6,0,3,0,3
-8343623.03803656,4885833.6333696,16339,Bus,APC,130,Northbound,31300,Neshaminy Blvd & Neshaminy Mall Dr,40.136745,-74.952041,1,2,1,5,0,2
-8391079.42751766,4843504.06111709,16340,Bus,APC,117,Southbound,25177,9th St & Lamokin St,39.845417,-75.378349,0,6,2,2,1,1
-8343128.77949744,4886129.07903359,16341,Bus,APC,130,Northbound,31359,Neshaminy Blvd & Bristol Rd - FS,40.138774,-74.947601,1,2,0,0,0,0
-8391416.61425527,4843277.73497985,16342,Bus,APC,117,Southbound,25179,9th St & Tilghman St,39.843856,-75.381378,2,15,1,9,0,5
-8343169.52243107,4886106.36333186,16343,Bus,APC,130,Northbound,31360,Neshaminy Blvd & Bristol Rd,40.138618,-74.947967,0,0,0,0,0,0
-8391525.26207829,4843206.40199152,16344,Bus,APC,117,Southbound,25180,9th St & Central Av,39.843364,-75.382354,4,10,2,7,3,5
-8341115.90046491,4895263.70834612,16345,Bus,APC,130,Northbound,32039,Newtown Rd & St Mary Blvd,40.201477,-74.929519,0,0,0,0,0,0
-8391645.9324063,4843121.29602577,16346,Bus,APC,117,Southbound,25181,9th St & Edwards St,39.842777,-75.383438,1,2,0,1,0,0
-8343792.91157951,4886025.25705315,16347,Bus,APC,130,Southbound,330,Neshaminy Mall,40.138061,-74.953567,13,16,13,13,6,0
-8392001.70949888,4842884.53998582,16348,Bus,APC,117,Southbound,25183,9th St & Yarnall St,39.841144,-75.386634,0,28,4,24,1,18
-8346887.81606255,4875304.98445274,16349,Bus,APC,130,Southbound,954,City Line Loop,40.064399,-74.981369,0,36,0,28,0,16
-8392242.0482795,4842720.27838708,16350,Bus,APC,117,Southbound,25185,9th St & Engle St,39.840011,-75.388793,2,12,3,15,1,4
-8340638.56248839,4895392.1133672,16351,Bus,APC,130,Southbound,1799,Saint Mary Medical Center,40.202358,-74.925231,14,0,2,0,0,0
-8392392.44091156,4842616.32959639,16352,Bus,APC,117,Southbound,25186,9th St & Townsend S - FS,39.839294,-75.390144,1,1,0,2,0,0
-8341915.95364524,4898125.74350775,16353,Bus,APC,130,Southbound,1801,Gloria Dei Plaza,40.221111,-74.936706,1,0,2,1,0,0
-8392596.26689921,4842463.0904714,16354,Bus,APC,117,Southbound,25188,9th St & Ward St,39.838237,-75.391975,0,9,0,8,0,3
-8342914.71211664,4900205.37170582,16355,Bus,APC,130,Southbound,1809,Durham Rd & West Rd,40.235374,-74.945678,0,0,3,1,0,0
-8392693.89409263,4842371.32209619,16356,Bus,APC,117,Southbound,25189,9th St & Wilson St,39.837604,-75.392852,1,13,0,4,0,8
-8341828.45652548,4899299.28059772,16357,Bus,APC,130,Southbound,1810,Washington Av & Court St - FS,40.22916,-74.93592,3,0,2,0,0,0
-8392925.77259196,4842147.34122491,16358,Bus,APC,117,Southbound,25193,9th St & Highland Av,39.836059,-75.394935,1,41,6,41,3,18
-8339624.55324676,4898750.32956568,16359,Bus,APC,130,Southbound,1812,Pheasant Run & Terry Dr - FS,40.225395,-74.916122,3,0,0,0,0,0
-8393061.69369021,4842275.64033082,16360,Bus,APC,117,Southbound,25194,Highland Av & 10th St,39.836944,-75.396156,1,10,3,4,1,7
-8344255.77802223,4880764.23394263,16361,Bus,APC,130,Southbound,1816,Creekside  Rd & Dunks Ferry Rd - MBFS,40.101921,-74.957725,4,9,2,6,1,4
-8393200.9543732,4842421.62787801,16362,Bus,APC,117,Southbound,25196,Highland Av & 12th St,39.837951,-75.397407,3,24,4,23,1,11
-8344559.01231515,4883225.53224007,16363,Bus,APC,130,Southbound,13534,Street Rd & Tillman Dr - north,40.118831,-74.960449,0,1,0,1,0,1
-8393369.15812379,4842602.55682549,16364,Bus,APC,117,Southbound,25197,Highland Av & Swartz St,39.839199,-75.398918,2,10,5,11,2,4
-8345115.27581065,4876373.26024142,16365,Bus,APC,130,Southbound,17071,Bristol Pk & Home Depot Plaza - FS,40.071743,-74.965446,10,5,9,6,3,3
-8393149.19080998,4843602.94449116,16366,Bus,APC,117,Southbound,25246,Concord Rd & Green St,39.846099,-75.396942,1,2,1,1,1,1
-8346794.30769027,4875409.85773726,16367,Bus,APC,130,Southbound,17072,Bristol Pk & Red Lion Rd,40.06512,-74.980529,0,0,0,0,0,0
-8345161.13944085,4878565.44821461,16368,Bus,APC,130,Southbound,21117,Phila Mills & Liberty Bell - MBFS,40.086811,-74.965858,1,9,0,7,2,3
-8345153.45839599,4878780.79414668,16369,Bus,APC,130,Southbound,21118,Franklin Mills & Liberty Bell Blvd,40.088291,-74.965789,3,5,5,5,5,5
-8397305.63795721,4853404.23260825,16370,Bus,APC,117,Southbound,25284,Baltimore Pk & Granite Run Rd,39.913665,-75.43428,6,0,1,0,6,0
-8345066.85183215,4879147.03848808,16371,Bus,APC,130,Southbound,22585,Franklin Mills & Design Center Dr,40.090808,-74.965011,2,8,2,6,0,1
-8389123.43274493,4844486.26888353,16372,Bus,APC,117,Southbound,25616,Av of the States & 8th St - FS,39.852191,-75.360778,3,19,7,8,1,7
-8344171.73180668,4885818.63562391,16373,Bus,APC,130,Southbound,23080,Rockhill Rd & Neshaminy Rd - MBFS,40.136642,-74.95697,1,9,0,2,0,0
-8395167.07921959,4852107.11012529,16374,Bus,APC,117,Southbound,25688,Middletown Rd & Glen Riddle Rd,39.904727,-75.415069,2,0,1,0,1,0
-8344299.08130415,4882740.21068178,16375,Bus,APC,130,Southbound,23376,Street Rd & Tillman Dr - south,40.115497,-74.958114,2,0,0,0,1,0
-8394404.42938816,4851209.90456409,16376,Bus,APC,117,Southbound,25691,Middletown Rd & Wyncroft Dr - FS,39.898544,-75.408218,0,0,0,0,0,0
-8343856.58632824,4882173.83819483,16377,Bus,APC,130,Southbound,23377,Street Rd & Mechanicsville Rd,40.111606,-74.954139,1,3,0,2,1,0
-8394058.78236925,4850582.79390192,16378,Bus,APC,117,Southbound,25692,Middletown Rd & Copes Ln,39.894222,-75.405113,1,0,0,0,0,0
-8343555.91238361,4881390.48971464,16379,Bus,APC,130,Southbound,23379,Street Rd & Knights Rd - MBNS,40.106224,-74.951438,0,4,1,2,0,2
-8393853.17526976,4849797.43782778,16380,Bus,APC,117,Southbound,25693,Middletown Rd & Old Middletown Rd,39.888809,-75.403266,0,0,0,0,0,0
-8343583.18565885,4881082.23244629,16381,Bus,APC,130,Southbound,23381,Knights Rd & Virgina Av,40.104106,-74.951683,8,3,6,0,2,1
-8393793.73066167,4849606.94790775,16382,Bus,APC,117,Southbound,25694,Middletown Rd & Knowlton Rd,39.887496,-75.402732,0,0,1,0,0,3
-8343881.18793571,4880694.23198226,16383,Bus,APC,130,Southbound,23382,Knights Rd & Dunks Ferry Rd,40.10144,-74.95436,0,3,0,2,2,0
-8392723.61639667,4847805.23588478,16384,Bus,APC,117,Southbound,25699,Edgmont Av & Cobourn Blvd - FS,39.875076,-75.393119,23,1,18,2,10,2
-8344540.3106407,4879773.77406931,16385,Bus,APC,130,Southbound,23384,Knights Rd & McCarthy Cir,40.095115,-74.960281,0,0,0,1,0,0
-8392498.63970578,4847612.60836966,16386,Bus,APC,117,Southbound,25701,Edgmont Av & Maple Av,39.873748,-75.391098,5,4,5,2,4,0
-8344741.57628005,4879548.94794402,16387,Bus,APC,130,Southbound,23385,Knights Rd & Mechanicsville Rd,40.09357,-74.962089,2,2,0,0,0,1
-8392307.50414009,4847516.87620285,16388,Bus,APC,117,Southbound,25702,Edgmont Av & Ridge Blvd,39.873088,-75.389381,6,2,12,2,8,0
-8339703.47876573,4891377.51307524,16389,Bus,APC,130,Southbound,23586,Pine St & Flowers Av,40.174808,-74.916831,1,0,1,0,0,0
-8392376.2995854,4847159.48425215,16390,Bus,APC,117,Southbound,25714,Brookhaven Rd & Mt Vernon Av,39.870624,-75.389999,0,0,1,0,0,0
-8339780.84581183,4891602.60812686,16391,Bus,APC,130,Southbound,23587,Pine St & Maple Av - FS,40.176353,-74.917526,2,2,0,0,0,0
-8392515.56026838,4847019.51890623,16392,Bus,APC,117,Southbound,25715,Brookhaven Rd & Woodland Av - MBFS,39.869659,-75.39125,2,0,1,0,0,0
-8339455.57025973,4890732.26899487,16393,Bus,APC,130,Southbound,23588,Pine St & Woods Dr,40.170379,-74.914604,2,0,2,0,0,0
-8392682.87346305,4846743.94522326,16394,Bus,APC,117,Southbound,25717,Brookhaven Rd & Gray St,39.867759,-75.392753,1,0,0,0,0,0
-8339573.56891997,4890276.58800102,16395,Bus,APC,130,Southbound,23589,Bellevue Av & Highland Av - FS,40.167251,-74.915664,0,0,0,0,0,0
-8392859.53749493,4845997.03388104,16396,Bus,APC,117,Southbound,25718,Brookhaven Rd & Bridgewater Rd - MBFS,39.862609,-75.39434,0,0,2,2,0,1
